,Company,Customer,Review_number,Language,Comment,Comment Date,Reply,Reply Date,Star,Type,Experience Date
68,Cofidis,KARIM DEGACHI,1 review,FR,Satisfaction,"Jul 18, 2022","Bonjour Karim,Je suis ravie de lire votre témoignage. 😊 Bonne journée ! Virginie de l'équipe Cofidis.","Jul 20, 2022",5,Invited,"SatisfactionSatisfaction de cofedisDate of experience: July 18, 2022"
69,Cofidis,De sousa Aurora,3 reviews,FR,Réactivité optimale,"May 24, 2022",Bonjour Aurora !Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Sabin de l'équipe Cofidis.,"May 25, 2022",5,Invited,"Réactivité optimaleDate of experience: May 24, 2022"
70,Cofidis,SANDRINE.B,2 reviews,FR,REACTIVITE,"May 18, 2021","Bonjour Sandrine, je vous remercie pour votre commentaire et restons à votre disposition pour vous accompagner dans tous vos projets. Lionel de l'équipe Cofidis.","May 19, 2021",5,Invited,"REACTIVITEREACTIVITE, ECOUTE, EXPLICATIONS...MERCI.Date of experience: May 04, 2021"
71,Cofidis,ALAIN ROUSSEL,1 review,FR,Simple,"Apr 19, 2022",Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Rémi de l'équipe Cofidis.,"Apr 21, 2022",5,Invited,"SimpleSimple , rapide , efficace !!!Date of experience: April 19, 2022"
72,Cofidis,LUDOVIC SECHET,1 review,FR,Tres content de vo sercice,"Jun 6, 2022",Bonjour Ludovic.Merci beaucoup pour votre message.A très vite !Cyril de l'équipe Cofidis.,"Jun 8, 2022",4,Invited,"Tres content de vo serciceDate of experience: June 06, 2022"
73,Cofidis,MARTINE LECLERC,1 review,FR,excellent,"Oct 26, 2021","Bonjour Martine, merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une bonne soirée ! Wahiba de l'équipe Cofidis.","Oct 26, 2021",5,Invited,"excellentexcellent  entière satisfactionDate of experience: October 26, 2021"
74,Cofidis,MARIE DOS SANTOS,2 reviews,FR,Personnel SUPER!!!!!Ne changez rien,"Nov 24, 2021",Merci Marie Dos Santos pour votre retour. A très bientôt chez Cofidis ! Sabin de l'équipe Cofidis.,"Nov 24, 2021",5,Invited,"Personnel SUPER!!!!!Ne changez rienDate of experience: November 24, 2021"
75,Cofidis,ERIC ABRACHY,2 reviews,FR,PARFAIT....,"Sep 5, 2022","Bonsoir Eric,Je vous remercie pour votre commentaire et votre note !Je vous souhaite une bonne soirée.Insaf de l'équipe Cofidis.","Sep 5, 2022",5,Invited,"PARFAIT....Date of experience: September 05, 2022"
76,Cofidis,CHARLES MIKAEL,1 review,FR,Simple,"Dec 13, 2021",Bonjour Charles Mikael. Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Jérôme de l'équipe Cofidis.,"Dec 14, 2021",5,Invited,"SimpleSimple, efficace, et rapiditéDate of experience: December 13, 2021"
77,Cofidis,MMADI,2 reviews,FR,Excellent,"Jun 6, 2022","Bonjour Mmadi. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Isabelle de l'équipe Cofidis.","Jun 8, 2022",5,Invited,"ExcellentExcellent service clientDate of experience: June 06, 2022"
78,Cofidis,AMELIE LEHOUX,1 review,FR,Très bon service client,"Apr 14, 2022",Bonjour Amélie. Merci pour votre commentaire et votre note. Belle journée ! Séverine de l'équipe Cofidis.,"Apr 19, 2022",5,Invited,"Très bon service clientDate of experience: February 04, 2022"
79,Cofidis,ELB,1 review,FR,Excellent service,"Aug 1, 2022",Bonjour ELB et merci pour votre retour plein de motivation ! 😉 Lionel de l'équipe Cofidis.,"Aug 5, 2022",5,Invited,"Excellent serviceDate of experience: August 01, 2022"
80,Cofidis,NASSIM BOUALEM,1 review,FR,Simple rapide est efficace,"May 4, 2022",Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Camille de l'équipe Cofidis.,"May 4, 2022",5,Invited,"Simple rapide est efficaceDate of experience: May 04, 2022"
81,Cofidis,PATRICK BONNIN,1 review,FR,Super content,"Aug 22, 2022","Bonjour Patrick,Merci, ça fait plaisir ! 🤩Je vous souhaite une très belle journée.Insaf de l'équipe Cofidis.","Aug 23, 2022",5,Invited,"Super contentDate of experience: August 22, 2022"
82,Cofidis,Caroline LECLERC,5 reviews,FR,Efficacité,"Jul 27, 2021","Bonjour Caroline. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Christine de l'équipe Cofidis.","Jul 28, 2021",5,Invited,"EfficacitéTop, pro et efficace.Un grand merciDate of experience: July 27, 2021"
83,Cofidis,ALi,1 review,FR,Très bon service,"Jun 21, 2022",Bonjour Ali ! Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Laurent de l'équipe Cofidis.,"Jun 22, 2022",5,Invited,"Très bon serviceDate of experience: June 21, 2022"
84,Cofidis,CHRISTIAN COGNAT,1 review,FR,impeccable,"Jul 10, 2022",Bonjour Christian. Merci pour votre commentaire et votre note. Belle journée ! Séverine de l'équipe Cofidis.,"Jul 13, 2022",5,Invited,"impeccableimpeccable, nickelDate of experience: July 10, 2022"
85,Cofidis,MAJDA ,1 review,FR,Parfait,"Apr 26, 2021","Bonjour Majda et merci pour ces étoiles. Je n'ai pas bien compris le commentaire 😂, mais je crois que vous êtes satisfaite et c'est le principal ! A très vite ! Lionel de l'équipe Cofidis.","Apr 26, 2021",5,Invited,"Parfait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date of experience: April 26, 2021"
86,Cofidis,Kelia ,8 reviews,GB,Process assez simple.,"Jun 8, 2022",Merci pour votre retour. A très bientôt chez Cofidis ! Aude de l'équipe Cofidis.,"Jun 9, 2022",5,Invited,"Process assez simple.Date of experience: June 08, 2022"
87,Cofidis,Sadie Cassar Mahoud,4 reviews,FR,Excellent..service irreprochable,"Oct 26, 2021",Bonjour Sadie. Je vous remercie pour votre message et votre note. Je vous souhaite une belle journée. Anthony de l'équipe Cofidis.,"Oct 26, 2021",5,Invited,"Excellent..service irreprochableDate of experience: October 26, 2021"
88,Cofidis,CHRISTELE VIALLE,1 review,FR,Très bon contact.,"May 27, 2022",Bonjour Christele. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Alexia de l'équipe Cofidis.,"May 30, 2022",5,Invited,"Très bon contact.Date of experience: May 27, 2022"
89,Cofidis,CHRISTIAN LATOUR,2 reviews,FR,acces au credit simple et rapide,"Oct 12, 2021","Bonjour Monsieur LATOUR Nous vous remercions pour votre commentaire et restons, à votre disposition, pour vous accompagner dans tous vos projets. Catherine de l'équipe Cofidis.","Oct 13, 2021",5,Invited,"acces au credit simple et rapideDate of experience: October 12, 2021"
90,Cofidis,GREIVIN DE LOS CAMPOS,1 review,FR,"Rapide,simple et efficace","Apr 7, 2022","Bonjour Greivin,Rapide, simple et efficace ! Un énorme merci. Je vous souhaite un agréable week-end. Céline de l'équipe Cofidis.","Apr 9, 2022",4,Invited,"Rapide,simple et efficaceDate of experience: April 07, 2022"
91,Cofidis,Joby,1 review,FR,Excellent,"Dec 14, 2021","Bonjour Joby, merci beaucoup pour votre commentaire. Nous sommes heureux de vous proposer les solutions que vous attendiez. Bonne journée. Sébastien de l'équipe Cofidis.","Dec 14, 2021",5,Invited,"ExcellentExcellent service. RecommendedDate of experience: December 14, 2021"
92,Cofidis,Coulomb,1 review,FR,Simple rapide efficace disponible.,"Jun 15, 2021","Bonjour Daniel. Je vous remercie pour ce message, ça fait plaisir ! Belle journée. Jérôme de l'équipe Cofidis.","Jun 16, 2021",5,Invited,"Simple rapide efficace disponible.Date of experience: June 15, 2021"
93,Cofidis,Ennerika Yacana,2 reviews,FR,Très bonne prise en charge,"Oct 20, 2021","Bonjour Ennerika Yacana,Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Annick de l'équipe Cofidis.","Oct 21, 2021",5,Invited,"Très bonne prise en chargeDate of experience: October 20, 2021"
94,Cofidis,ROLAND TISSIER,1 review,FR,UN grand merci COFIIDIS,"Apr 25, 2022",Bonjour Roland.Nous sommes ravis de pouvoir vous accompagner pour vos petits et grands projets. A bientôt ! Antoine de l'équipe Cofidis.,"Apr 26, 2022",5,Invited,"UN grand merci COFIIDISDate of experience: April 25, 2022"
95,Cofidis,Client,2 reviews,FR,rapide et simple,"Jul 10, 2022",Rapide et simple ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée estivale. Laurence de l'équipe Cofidis.,"Jul 13, 2022",5,Invited,"rapide et simpleDate of experience: July 10, 2022"
96,Cofidis,Nabil,2 reviews,FR,Excellent service,"Jun 27, 2022","Bonjour Nabil ! Merci pour votre retour, à très bientôt chez Cofidis ! Laurent de l'équipe Cofidis.","Jun 28, 2022",5,Invited,"Excellent serviceDate of experience: June 27, 2022"
97,Cofidis,Olivier Hazard,2 reviews,FR,Instruction rapide et clair,"Jan 11, 2022","Bonjour Olivier,Merci beaucoup pour votre message. A très vite ! Céline de l'équipe Cofidis.","Jan 12, 2022",4,Invited,"Instruction rapide et clairDate of experience: January 11, 2022"
98,Cofidis,LOUFOUA AURELIA,2 reviews,FR,Simple,"Feb 1, 2022","Bonjour Aurélia,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Insaf de l'équipe Cofidis","Feb 1, 2022",5,Invited,"SimpleSimple, rapide et efficaceDate of experience: February 01, 2022"
99,Cofidis,SEBASTIEN LEGRAIN,2 reviews,FR,Efficace,"Jan 31, 2022","Bonjour Sébastien,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Bettina de l'équipe Cofidis.","Jan 31, 2022",5,Invited,"EfficaceSimple, rapide et efficaceDate of experience: January 31, 2022"
100,Cofidis,DOMINIQUE POUCHOULIN,1 review,FR,Contact professionnels et concis,"May 25, 2021",Bonjour Dominique. Je vous remercie pour votre commentaire et votre note. Je vous souhaite un bon après-midi. Emmanuelle de l'équipe Cofidis.,"May 26, 2021",5,Invited,"Contact professionnels et concisDate of experience: May 25, 2021"
101,Cofidis,VALERIE BENOIST,3 reviews,FR,Rapide,"Jan 25, 2022","Bonjour Valérie, rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Sébastien de l'équipe Cofidis.","Jan 25, 2022",5,Invited,"RapideRapide , efficace , simpleDate of experience: January 25, 2022"
102,Cofidis,Syst,17 reviews,FR,Très bon service,"Apr 27, 2022","Bonjour Syst, je vous remercie pour ce message, ça fait plaisir ! Belle journée. Alycia de l'équipe Cofidis.","Apr 27, 2022",5,Invited,"Très bon serviceDate of experience: April 27, 2022"
103,Cofidis,SAID KHFIF,1 review,FR,Rapide,"Jan 11, 2022","Bonjour Mr Khfif, nous vous remercions pour votre message. Votre satisfaction est notre plus belle récompense. Nous restons à votre disposition pour toutes questions ou besoins. Olivier de l'équipe Cofidis.","Jan 12, 2022",5,Invited,"RapideRapide, simple et efficaceDate of experience: January 11, 2022"
104,Cofidis,JOSEPHINE NGAKAM YOUMBI,1 review,FR,TRES SAFISTAITE,"Jul 4, 2022",Bonjour Joséphine. Un grand merci pour votre note et votre commentaire. Bonne journée ! Séverine de l'équipe Cofidis.,"Jul 5, 2022",5,Invited,"TRES SAFISTAITEDate of experience: July 04, 2022"
105,Cofidis,JIMMY MARCHAND,2 reviews,FR,Simple rapide efficace,"Apr 5, 2022",Bonjour Jimmy.Merci pour votre retour. A très bientôt chez Cofidis ! Antoine de l'équipe Cofidis.,"Apr 6, 2022",5,Invited,"Simple rapide efficaceDate of experience: April 05, 2022"
106,Cofidis,DENIS REULLIN,1 review,FR,simple rapide et competant,"Jan 3, 2022","Bonjour Denis,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée et une excellente année 2022. Aïcha de l'équipe Cofidis.","Jan 4, 2022",5,Invited,"simple rapide et competantDate of experience: January 03, 2022"
107,Cofidis,PATRICIA SANTOS,1 review,FR,Simple et rapide,"Jun 23, 2022","Bonjour Patricia, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Alycia de l'équipe Cofidis.","Jun 24, 2022",5,Invited,"Simple et rapideDate of experience: June 23, 2022"
108,Cofidis,CELINE ROBERT,2 reviews,FR,Super,"Jan 3, 2022","Bonjour Céline,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée et une bonne année 2022. Aïcha de l'équipe Cofidis.","Jan 4, 2022",5,Invited,"SuperRapide te efficace merci.Date of experience: January 03, 2022"
109,Cofidis,MICHEL HAUCOURT,1 review,FR,Service client au top,"Apr 5, 2022","Bonjour Michel,Merci beaucoup pour votre note et votre commentaire.Je vous souhaite une belle journée. Alexandre de l'équipe Cofidis.","Apr 6, 2022",5,Invited,"Service client au topDate of experience: April 05, 2022"
110,Cofidis,Client,4 reviews,FR,service clent au top,"Apr 18, 2022",Merci pour votre retour. A très bientôt chez Cofidis ! Aude de l'équipe Cofidis.,"Apr 20, 2022",5,Invited,"service clent au topDate of experience: May 03, 2021"
111,Cofidis,Client,9 reviews,FR,Rapide,"Oct 5, 2021","Bonjour, Mieux vous écouter, pour mieux répondre à vos attentes ! 😃 Merci pour votre commentaire. A bientôt. Bettina de l'équipe Cofidis.","Oct 6, 2021",5,Invited,"RapideSimple, rapide et efficace.Date of experience: October 05, 2021"
112,Cofidis,KARINA MOUNIE,1 review,FR,Super,"May 24, 2022",Bonjour Karina !Merci pour votre retour. A très bientôt chez Cofidis ! Sabin de l'équipe Cofidis.,"May 25, 2022",5,Invited,"SuperSuper merci merciDate of experience: May 24, 2022"
113,Cofidis,EMMANUEL YAMB KAMEN,1 review,FR,Nickel,"May 5, 2022","Bonjour Mr Kamen, merci pour votre message. Votre satisfaction est notre plus belle récompense. Nous restons à votre disposition pour toutes questions ou demandes. Olivier de l'équipe Cofidis","May 6, 2022",5,Invited,"NickelFranchement NickelDate of experience: May 05, 2022"
114,Cofidis,LOTFI RAMANI,2 reviews,FR,Excellent rapide et efficace,"Jul 6, 2021","Bonjour Monsieur RAMANI,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable fin de journée. Julien de l'équipe Cofidis.","Jul 6, 2021",5,Invited,"Excellent rapide et efficaceDate of experience: July 06, 2021"
115,Cofidis,DAVID CREPIN,1 review,FR,Très content,"May 18, 2022",Bonjour David. Merci beaucoup pour votre message. A très vite ! Julien de l'équipe Cofidis.,"May 19, 2022",5,Invited,"Très contentDate of experience: May 18, 2022"
116,Cofidis,CLEMENT BESOARY,1 review,FR,Simple et rapide,"May 31, 2022","Bonjour Clément, merci pour votre message. 😊 A bientôt ! Alycia de l'équipe Cofidis. ","Jun 1, 2022",4,Invited,"Simple et rapideDate of experience: May 31, 2022"
117,Cofidis,Leopold,2 reviews,FR,Excellente,"Jul 20, 2021","Bonjour Max, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Sébastien de l'équipe Cofidis.","Jul 22, 2021",5,Invited,"ExcellenteExcellente merci beaucoup .Date of experience: July 20, 2021"
118,Cofidis,Custodio Gomes Pereira,2 reviews,FR,Au top,"Feb 21, 2022","Bonjour Custodio, merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Alycia de l'équipe Cofidis","Feb 22, 2022",5,Invited,"Au topTrès bon contactDate of experience: February 21, 2022"
119,Cofidis,CHRISTELLE PUJOL,2 reviews,FR,Efficace,"Nov 24, 2021",Bonjour Christelle Pujol. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Matthias de l'équipe Cofidis.,"Nov 25, 2021",5,Invited,"EfficaceEfficace Simple RapideDate of experience: November 24, 2021"
120,Cofidis,Client,4 reviews,FR,Rapide simple et efficace,"Oct 12, 2021","Bonjour,Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Florian de l'équipe Cofidis.","Oct 13, 2021",5,Invited,"Rapide simple et efficaceDate of experience: October 12, 2021"
121,Cofidis,PRANGER,6 reviews,FR,Rapide,"Apr 26, 2021","Bonjour Pranger et merci pour vos étoiles. Votre projet c'est le plus important, pas nos procédures, c'est pourquoi nous avons simplifié au maximum pour un traitement rapide dans le respect des règles à ce sujet. C'est un plaisir de vous lire ! A très vite ! Lionel de l'équipe Cofidis.","Apr 26, 2021",5,Invited,"RapideRapide, simple et efficace !Date of experience: April 26, 2021"
122,Cofidis,Elizabeth Sheeter,2 reviews,FR,Service parfait!,"May 18, 2022",Bonjour Elizabeth et merci pour ce commentaire tout aussi parfait ! 😁 A bientôt pour d'autres projets ! Lionel de l'équipe Cofidis.,"May 19, 2022",5,Invited,"Service parfait!Date of experience: May 18, 2022"
123,Cofidis,VALERIE PERIOT,1 review,FR,Bonne transaction,"May 3, 2022",Bonjour ValérieMerci beaucoup pour votre message. A très vite ! Valérie de l'équipe Cofidis.,"May 4, 2022",5,Invited,"Bonne transactionDate of experience: May 03, 2022"
124,Cofidis,PAMELA OZKAN,1 review,FR,Parfait,"May 16, 2022","Bonjour Pamela,Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Marion de l'équipe Cofidis.","May 17, 2022",5,Invited,"ParfaitParfait, simple.Date of experience: May 16, 2022"
125,Cofidis,FREDERIC MARTIAL,1 review,FR,Simple et efficace,"Apr 12, 2022","Bonjour Fréderic, je suis ravie de lire votre témoignage. 😊 Bonne journée ! Alycia de l'équipe Cofidis.","Apr 13, 2022",5,Invited,"Simple et efficaceDate of experience: April 12, 2022"
126,Cofidis,VANESSA REGHEERE,1 review,FR,excellent retour,"Sep 20, 2021",Bonjour Vanessa. Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Christine de l'équipe Cofidis.,"Sep 21, 2021",5,Invited,"excellent retourrapide simple et efficaceDate of experience: September 20, 2021"
127,Cofidis,SERGE,1 review,FR,Très bon service,"Jan 31, 2022",Bonjour Serge. Merci beaucoup pour votre message et votre note. Je vous souhaite une bonne journée. Anthony de l'équipe Cofidis.,"Jan 31, 2022",5,Invited,"Très bon serviceDate of experience: January 31, 2022"
128,Cofidis,Emilie,2 reviews,FR,Rapide et simple merci,"Dec 27, 2021","Bonjour EMILIE. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Catherine de l'équipe Cofidis.","Dec 28, 2021",5,Invited,"Rapide et simple merciDate of experience: December 15, 2021"
129,Cofidis,EDDY ANGELIQUE,2 reviews,FR,Simples,"Jul 6, 2021","Bonjour Eddy,Rapide et efficace ! Enorme merci. 💪🏻 Je vous souhaite une agréable journée. Julien de l'équipe Cofidis.","Jul 6, 2021",5,Invited,"SimplesSimple, rapide et efficaceDate of experience: July 06, 2021"
130,Cofidis,RISBOURG,3 reviews,FR,Rapide,"Aug 24, 2021",Merci pour votre retour. A très bientôt chez Cofidis ! Sabin de l'équipe Cofidis.,"Aug 25, 2021",5,Invited,"RapideRapide SimpleDisponibleDate of experience: August 24, 2021"
131,Cofidis,VARDET SENANI,1 review,FR,rapide discret et simple,"Sep 20, 2021","Bonjour ! Merci pour votre retour, à très bientôt chez Cofidis ! Laurent de l'équipe Cofidis.","Sep 21, 2021",5,Invited,"rapide discret et simpleDate of experience: September 20, 2021"
132,Cofidis,YVES BARAT,1 review,FR,Efficace simple et rapide,"Jul 26, 2021","Bonjour Yves, rapide et efficace ! Un grand merci. 💪🏻 Je vous souhaite une agréable journée. Sébastien de l'équipe Cofidis.","Jul 27, 2021",5,Invited,"Efficace simple et rapideDate of experience: July 26, 2021"
133,Cofidis,DAOUDA CISSE,1 review,FR,Pour le moment nickel,"Jan 3, 2022",Bonjour Daouda. Je suis ravi de lire votre témoignage. 😊 Bonne journée ! Jérôme de l'équipe Cofidis.,"Jan 4, 2022",4,Invited,"Pour le moment nickelDate of experience: January 03, 2022"
134,Cofidis,MARIE FRANCE BECART,2 reviews,FR,Simple,"Sep 7, 2021",Bonjour Marie-France. Merci pour votre message. 😊 A bientôt ! Jean-Michel de l'équipe Cofidis. ,"Sep 7, 2021",5,Invited,"SimpleSimple. Rapide. EfficaceDate of experience: September 06, 2021"
135,Cofidis,MAEVA DAST,1 review,FR,Simple et rapide,"Apr 25, 2022",Bonjour Maeva. Merci beaucoup pour votre message. A très vite ! Florian de l'équipe Cofidis.,"Apr 26, 2022",5,Invited,"Simple et rapideDate of experience: April 25, 2022"
136,Cofidis,LOISON DANIEL,3 reviews,FR,PARFAIT,"Feb 21, 2022","Bonjour Daniel, Merci pour ce message et ces 5 étoiles. A très bientôt ! 😁Camille de l'équipe clientèle","Feb 22, 2022",5,Invited,"PARFAITPARFAIT ; excellentDate of experience: February 21, 2022"
137,Cofidis,Frixium,1 review,FR,Service au top !,"Apr 11, 2022","Bonjour Frixium,C'est vous qui êtes la meilleure ! 😍 Merci beaucoup. Excellente et agréable journée. Céline de l'équipe Cofidis.","Apr 12, 2022",5,Invited,"Service au top !Date of experience: April 11, 2022"
138,Cofidis,FREDERIC SERGENT,1 review,FR,Rapide et simple,"Apr 11, 2022","Bonjour Frédéric Sergent,Merci pour votre retour. A très bientôt chez Cofidis ! Annick  de l'équipe Cofidis.","Apr 12, 2022",5,Invited,"Rapide et simpleDate of experience: April 11, 2022"
139,Cofidis,yannick,5 reviews,FR,bravo,"Sep 7, 2021","Merci pour vos applaudissements Yannick, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle fin de matinée ! Laurence de l'équipe Cofidis.","Sep 8, 2021",5,Invited,"bravobravoexcellent serviceDate of experience: September 07, 2021"
140,Cofidis,SOPHIE,2 reviews,FR,Simple et rapide,"Apr 8, 2022",Bonjour Sophie. Merci pour votre commentaire et votre note 5 étoiles ! 🤩 A bientôt. Christine de l'équipe Cofidis.,"Apr 11, 2022",5,Invited,"Simple et rapideDate of experience: April 08, 2022"
141,Cofidis,BENOIT MAGNIN,2 reviews,FR,Nickel rien à dire,"Aug 17, 2021",Bonjour Benoit. Merci beaucoup pour votre note et votre commentaire. Je vous souhaite une belle journée. Jean-Michel de l'équipe Cofidis.,"Aug 18, 2021",5,Invited,"Nickel rien à direDate of experience: August 17, 2021"
142,Cofidis,JEROME FRANQUEVILLE,1 review,FR,top service client,"Nov 2, 2021","Bonjour Jérôme. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Christine de l'équipe Cofidis.","Nov 3, 2021",5,Invited,"top service clienttop le service clientDate of experience: November 02, 2021"
143,Cofidis,THOMAS BARRETEAU,1 review,FR,Bonne satisfaction,"Feb 7, 2022",Bonjour Thomas. Je vous remercie pour votre message et votre note. Je vous souhaite une belle journée. Anthony de l'équipe Cofidis.,"Feb 8, 2022",5,Invited,"Bonne satisfactionDate of experience: February 07, 2022"
144,Cofidis,BERNARD PAIN,1 review,FR,tre bon contact,"Apr 11, 2022","Bonjour Bernard. L'accueil de nos clients fait parti de nos priorités, je suis ravi d'apprendre que vous en êtes satisfait ! Je vous souhaite une très bonne journée. Valentin de l'équipe Cofidis.","Apr 12, 2022",5,Invited,"tre bon contactDate of experience: April 11, 2022"
145,Cofidis,Ludwig,1 review,FR,Nickel,"Jan 31, 2022","Bonjour Ludwig, Merci pour cet avis.A bientôt Camille de l'équipe relation client. ","Jan 31, 2022",4,Invited,"NickelRapide et efficaceDate of experience: January 31, 2022"
146,Cofidis,JOSEPH CARRACILLO,1 review,FR,Bravo pour tout,"Apr 5, 2022",Bonjour JosephJe suis ravie de lire votre message.Bonne journée ! Valérie de l'équipe Cofidis.,"Apr 7, 2022",5,Invited,"Bravo pour toutDate of experience: April 05, 2022"
147,Cofidis,MELINDA KABEYA KAZADI,1 review,FR,Site fiable merci,"Feb 15, 2022","Bonjour Madame Melinda Kabeya Kazadi,Merci pour votre retour. A très bientôt chez Cofidis ! Jocelyne de l'équipe Cofidis.","Feb 16, 2022",5,Invited,"Site fiable merciDate of experience: February 15, 2022"
148,Cofidis,Nathalie,6 reviews,FR,Impeccable !,"May 18, 2022",Bonjour Nathalie et merci de votre retour net et précis ! 😉 A bientôt pour d'autres projets ! Lionel de l'équipe Cofidis.,"May 19, 2022",5,Invited,"Impeccable !Date of experience: May 18, 2022"
149,Cofidis,RACHID BAGHDADI,1 review,FR,Très content,"Feb 7, 2022",Bonjour Monsieur RACHID BAGHDADIMerci beaucoup pour votre message. A très vite ! Catherine de l'équipe Cofidis.,"Feb 8, 2022",5,Invited,"Très contentDate of experience: February 07, 2022"
150,Cofidis,MICHEL CLUGNAC,1 review,FR,Très bon service,"Sep 13, 2021","Bonjour Michel,Merci pour votre commentaire et votre note 5 étoiles ! 🤩 À bientôt. Céline de l'équipe Cofidis.","Sep 14, 2021",5,Invited,"Très bon serviceDate of experience: September 13, 2021"
151,Cofidis,STEPHANE ESCOBAR,1 review,FR,.e3!,"Apr 12, 2022","Bonjour Stephane et merci pour ces étoiles. Je n'ai pas compris l'ensemble du commentaire, mais je suis certain que vous m'exprimez votre satisfaction ! 😂 A très vite ! Lionel de l'équipe Cofidis.","Apr 29, 2022",5,Invited,".e3!.rezzrzzerazz.Date of experience: March 12, 2022"
152,Cofidis,RCT,1 review,FR,excellent,"Oct 11, 2021",Bonjour RCT. Merci pour votre retour. A très bientôt chez Cofidis ! Jean-Michel de l'équipe Cofidis.,"Oct 12, 2021",5,Invited,"excellentExcellent service  !Date of experience: October 11, 2021"
153,Cofidis,CHANTAL GELY,1 review,FR,Simple et rapide,"Feb 21, 2022","Bonjour Chantal, merci beaucoup pour votre commentaire. Nous sommes heureux de vous proposer les solutions que vous attendiez. Bonne journée. Sébastien de l'équipe Cofidis.","Feb 22, 2022",5,Invited,"Simple et rapideDate of experience: February 21, 2022"
154,Cofidis,DAVID GOMES PEREIRA,1 review,FR,Parfait,"Dec 20, 2021","Bonjour David. Merci pour votre commentaire, c'est un plaisir de pouvoir vous apporter satisfaction. Je vous souhaite une belle journée ! Jérôme de l'équipe Cofidis.","Dec 21, 2021",5,Invited,"ParfaitService Parfait .Date of experience: December 20, 2021"
